0	1.4	1.38753	1.35034
50	939.094	881.398	726.489
100	3379.32	3186.4	2667.47
150	5783.12	5504.01	4744.6
200	7255.12	6959.69	6146.2
250	8426.25	8126.45	7293.95
300	9146.5	8874.4	8113.08
350	9932.76	9661.94	8903.11
400	10925.2	10670.3	9949.21
450	11931.3	11681.1	10967.2
500	13170.2	12928.8	12235.6
550	14368.7	14139.2	13476.8
600	15583.8	15357.9	14704.2
650	16690.3	16471.8	15838.8
700	17544.4	17316.5	16656.4
750	18045.8	17830.5	17204.7
800	18561.6	18364.6	17791.8
850	19032.4	18845.9	18301.5
900	19624.8	19439.3	18900.9
950	20567.7	20367.6	19788.3
1000	21767.6	21569.5	20992.8
1050	22210.3	22028	21493
1100	22583.3	22401.7	21871.4
1150	23774	23602.2	23098.3
1200	24415.1	24237.2	23716.3
1250	24978.5	24799.5	24274.9
1300	25005.4	24840.6	24356.6
1350	25580.2	25418.9	24944.8
1400	25851.5	25694.7	25233.6
1450	25792.2	25641.2	25197.1
1500	25779.8	25620.9	25155.9
1550	26233.4	26083.4	25644.3
1600	27326.7	27174	26729.5
1650	28336.6	28186.1	27745.4
1700	28806	28663.5	28245.2
1750	29260	29116.8	28698.5
1800	29771.8	29633.6	29227.9
1850	30218.5	30086.5	29698
1900	30976.3	30839.5	30437.6
1950	30716.6	30591	30221.9
2000	30943.8	30816.3	30443
2050	30668.8	30554.8	30219.3
2100	30877.9	30761.7	30421.5
2150	31936.2	31820.1	31479.8
2200	32976.6	32857.2	32507.5
2250	34210	34089.6	33735.6
2300	35413.8	35302.1	34973.8
2350	36621.7	36504.1	36158.7
2400	37728.8	37612.2	37269.6
2450	37634.5	37521.9	37190.7
2500	37585.9	37479.7	37166.8
2550	37409.9	37307.9	37007
2600	37785.3	37681.7	37377.2
2650	38613	38513.3	38218.5
2700	39751.3	39645.5	39334.2
2750	39801.7	39699	39395.7
2800	39309.2	39211	38923.1
2850	39599.9	39504	39221.8
2900	39873.6	39774	39481.8
2950	40713.2	40617.6	40337.6
3000	40827.7	40730.6	40445.2
3050	41019.5	40868.9	40628.5
3100	40483.1	40223.5	40142.5
3150	40674.8	40197.8	40348
3200	41400.8	40606	41030.1
3250	41909.2	40888.7	41570.5
3300	42665.4	41514.7	42337.8
3350	42468.6	41143.8	42129.7
3400	43093.7	41540.7	42751.5
3450	43145.1	41636.6	42825.9
3500	43897.5	42271.9	43545
3550	43410.4	41926.7	43104.1
3600	43521.8	42122.2	43216.2
3650	43438.3	42150.7	43169.4
3700	44439.8	43175.1	44135.9
3750	45076.6	43759.9	44780.7
3800	46245.1	44839	45933.6
3850	46237	44776.4	45938.3
3900	46089.4	44571.3	45808.5
3950	45887.8	44504.2	45598
4000	46075.5	44502	45740.7
4050	46093.8	44460.7	45792.1
4100	46366.1	44762.7	46075.6
4150	46127	44299.1	45839.5
4200	46215.9	44236.9	45944.4
4250	46661.6	44625.2	46344.9
4300	47482.3	45206.1	47159
4350	47958.5	45859.3	47653.8
4400	48540.2	46181.9	48210.5
4450	48252.5	45648.4	47945.1
4500	47912.8	44952.2	47604.3
4550	48400.8	45146.4	48074
4600	48706.1	45256	48377.9
4650	48143.3	44844.6	47827.8
4700	47606.5	44240.4	47318.4
4750	47507.6	43961	47191.8
4800	47618.2	43536.5	47274.1
4850	47834.3	43943.3	47508.8
4900	47573.1	43758.4	47267.1
4950	47536	43959	47249.7
5000	47744	44309.4	47475.6
5050	47528.4	44177	47226.5
5100	47087.5	43726.8	46813.5
5150	47660.4	43862.7	47361.2
5200	47528.9	43445.6	47251.3
5250	47755.6	43259.5	47485.3
5300	47921	42919	47626.7
5350	46941.7	41974.3	46647.6
5400	46517.6	41096.8	46207.7
5450	45582.1	40119.4	45301.8
5500	44759.6	39465.7	44496.5
5550	44614.2	39248.7	44309.4
5600	43923.8	38860.4	43636.9
5650	43311.6	38072.9	43057
5700	42910.9	37609.9	42615.6
5750	42832.8	37250.5	42522
5800	42091.7	36873.5	41818
5850	41953.1	36722.9	41680
5900	42233.6	36752.2	41941.5
5950	42668.1	37009.8	42396
6000	43651.9	38058.8	43387.5
6050	43920.4	38116.1	43639.6
6100	44177.5	38509.6	43896.7
6150	44726.9	38886.6	44441.6
6200	45386.4	38995	45093.6
6250	45353.9	38584.2	45062
6300	45712.7	38502.3	45411.2
6350	45834.2	38776.3	45582.3
6400	44561.7	37470.6	44302.9
6450	44279.8	37101.3	43935.5
6500	44129.5	36810.4	43795.9
6550	44624.6	36893.8	44283.5
6600	44912.4	36954.9	44546.2
6650	44777.1	36800.6	44386.8
6700	44564	36977.9	44292.1
6750	45048.2	37621.4	44772.3
6800	44831.6	37777	44592.2
6850	44950.3	37585	44646
6900	44842.3	37614.6	44540.5
6950	45627.5	38526.7	45340
7000	45772.9	38768.5	45510.9
7050	45443	38831.3	45166.4
7100	45788.3	38622.9	45462.5
7150	46129.7	38535.5	45788.8
7200	45409.2	37424.7	45069.2
7250	44609.9	36772.6	44255.3
7300	43823.5	36229.9	43486.7
7350	43551.7	35855.7	43269.6
7400	43988.6	35368.5	43652.4
7450	44182.5	35017.9	43792.3
7500	45306.4	36350.2	44898.5
7550	45331.8	36570	45028.1
7600	44933.4	36603.4	44646.4
7650	44408.5	36667.3	44108.3
7700	43853.8	36497.1	43583.9
7750	43933.8	36711.4	43662.2
7800	44140.5	37020.1	43811.7
7850	43881.5	37064.2	43606
7900	43424.4	37186.5	43146.8
7950	43426	37438.3	43120
8000	43456.6	37406	43145.1
8050	43489.7	37505.6	43200.6
8100	43933.5	37651.9	43674.3
8150	44282.6	37858.3	43971
8200	44913.1	38232.5	44609.4
8250	45088.2	37946.2	44746.3
8300	44823.7	38120.2	44522.2
8350	44965.6	38100.7	44670.8
8400	45052	38138.2	44736.7
8450	45341.2	38165.9	45054.3
8500	45587.7	38466.1	45359.5
8550	45054.6	37443.8	44792.9
8600	44453.7	36468.8	44182.4
8650	43561.5	35641.5	43303.6
8700	43359.8	35524.5	43092.5
8750	43358.3	35671.1	43066.4
8800	43177.3	35617.2	42888.2
8850	42975.4	34877.2	42738.3
8900	42338.8	34194.3	42085
8950	41976	33185	41619.9
9000	41377.3	32406.4	41038.6
9050	40883.1	31765.1	40584
9100	40887.7	31642	40564.6
9150	40587.2	31043.6	40295.5
9200	39858.1	30405.9	39627.9
9250	39629.8	30048.1	39389.4
9300	39864	29595.5	39544.7
9350	40548.1	29968.8	40266.1
9400	40633.2	30113.6	40363
9450	40864.5	30128.4	40489.2
9500	41622.9	30562.5	41286.8
9550	41230.3	30251.6	40920.3
9600	41096.2	30280.3	40749.5
9650	41606	30103.7	41146.2
9700	42097.6	30123.8	41543.7
9750	41368.7	29560.7	40954.7
9800	40980	28803.1	40520.8
9850	41167.1	28779	40666.8
9900	40661.8	28591.3	40285.9
9950	40289.8	28229	39890.5
10000	39858.8	27846.1	39356.3
10050	39431.4	27253.8	39026.1
10100	38807.2	26370.1	38359.8
10150	38773.5	26129.3	38384.2
10200	38543.7	25131.2	38126.9
10250	38869.7	24547.9	38385.1
10300	38845.5	24087.7	38431.5
10350	38752.8	23917.5	38324.4
10400	38800.5	23272.7	38465.3
10450	39295.2	22907.9	38939.3
10500	39464.1	22837	39068.3
10550	39238.4	22540.8	38901.5
10600	39260.1	22379.1	38871.6
10650	39143.2	21813.3	38763.9
10700	38713.5	21273.3	38283.2
10750	38934.2	21070.2	38386.7
10800	38643.7	21092	38108
10850	38222.4	21329	37647.2
10900	38075.8	22118.7	37407
10950	38361	22693.2	37778.1
11000	39018.1	23500.4	38413.7
11050	39269.9	23771.4	38653.8
11100	39167.9	24153.5	38657.3
11150	39091.7	24095.2	38587.8
11200	38818.3	23325	38320.5
11250	37951.2	22622.6	37490
11300	37515.2	22538.5	36955.5
11350	36858	22434.7	36379.5
11400	36964.3	22561.5	36506.1
11450	37175.9	23239.7	36692.1
11500	36988.5	22760.8	36457.6
11550	36634.9	22662.8	36221.1
11600	36705.8	22270.7	36141.7
11650	36864.5	22200.3	36454.1
11700	36621.1	21586.3	36200.3
11750	36290.5	21039.4	35845.5
11800	36283.4	21619.1	35808.2
11850	37083.4	22620.6	36567.4
11900	37524.4	22212.4	36945.4
11950	37659.4	22513.6	36993.4
12000	37314.1	22504	36745.3
12050	38767.2	23080.2	38123.9
